Tipo;Data de autuação;Setor de autuação;Descrição;Observações do Setor;Interessados;Metadados
Contratação de Serviços;11/11/22 16:13;SENAR-TO-TI;Contratação de Empresa Especializada em Serviço de Telecomunicações - Telefonia Móvel Pessoal e Pacote de Dados;;Diretoria Administrativa e Financeira;{}
