Tipo;Data de autuação;Setor de autuação;Descrição;Observações do Setor;Interessados;Metadados
Contratação de Serviços;15/06/23 10:06;SENAR-TO-TI;Contratação de empresa para reestruturação e adequação de pontos de rede lógica em ambientes internos da sede do SENAR-AR/TO;;Tecnologia da Informação,Compras;{}
