Tipo;Data de autuação;Setor de autuação;Descrição;Observações do Setor;Interessados;Metadados
Contratação de Serviços;30/08/22 08:21;SENAR-TO-TI;Serviço de licenciamento de Software para Antivírus do Senar AR TO;Processo para aquisição de licenciamento de Software para Antivírus;Nenhum interessado listado.;{}
