Tipo;Data de autuação;Setor de autuação;Descrição;Observações do Setor;Interessados;Metadados
Contratação de Serviços;19/08/22 16:59;SENAR-TO-TI;Serviço de telefonia fixa SENAR-AR-TO Sede;;Tecnologia da Informação,Diretoria Administrativa e Financeira;{}
