Tipo;Data de autuação;Setor de autuação;Descrição;Observações do Setor;Interessados;Metadados
Contratação de Serviços;17/01/23 17:59;SENAR-TO-TI;Contratação de Empresa Especializada na prestação de serviços de Gestão de Contratos completo nas nuvens integrado com o RM da TOTVS e quantidade de acessos ilimitados;;Tecnologia da Informação,Diretoria Administrativa e Financeira;{}
