Tipo;Data de autuação;Setor de autuação;Descrição;Observações do Setor;Interessados;Metadados
Contratação de Serviços;17/04/23 17:22;SENAR-TO-TI;Contratação de Software Dematech com a implantação, treinamento e suporte;;Tecnologia da Informação,Diretoria Administrativa e Financeira;{}
