Tipo;Data de autuação;Setor de autuação;Descrição;Observações do Setor;Interessados;Metadados
Contratação de Serviços;30/08/22 08:36;SENAR-TO-TI;Contratação de Empresa Especializada em Serviço de Telecomunicações - Dados Móveis;;Diretoria Administrativa e Financeira;{}
