Tipo;Data de autuação;Setor de autuação;Descrição;Observações do Setor;Interessados;Metadados
Contratação de Serviços;04/04/23 09:12;SENAR-TO-TI;Internet AGROTINS - Palmas TO;;Tecnologia da Informação,Diretoria Administrativa e Financeira;{}
