Tipo;Data de autuação;Setor de autuação;Descrição;Observações do Setor;Interessados;Metadados
Contratação de Serviços;02/06/23 14:26;SENAR-TO-TI;Serviço de criação, suporte e manutenção no site SENAR TO.;;Tecnologia da Informação,Diretoria Administrativa e Financeira;{}
