Tipo;Data de autuação;Setor de autuação;Descrição;Observações do Setor;Interessados;Metadados
Contratação de Serviços;10/10/22 15:09;SENAR-TO-TI;Internet Regional Gurupi;;Tecnologia da Informação,Diretoria Administrativa e Financeira;{}
